Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),4:0    (g),6:0    (g),8:0    (g),10:0    (g),12:0    (g),14:0    (g),16:0    (g),18:0    (g),16:1        (g),18:1    (g),20:1    (g),22:1    (g),18:2    (g),18:3    (g),18:4    (g),20:4    (g),20:5 n-3 (g),22:5 n-3 (g),22:6 n-3 (g),Water (g),Price
216,3.8,28.2,25.36,1.2,11.0,6.8,3.21,0.41,34,116,118,0,19,0,0,0,0.042,0.194,0.226,0.055,0,16,16,16,22.5,0.29,0.0,0.7,0.2,0.3,0.0,0.3,109,107,29,0.93,0.58,0.135,2.5,249,76,3,62,0.0,0.34,0.2,0.12,0.26,0.29,1.07,3.06,1.46,0.24,2.97,0.0,0.0,0.25,0.15,0.0,0.0,0.0,0.0,0.0,55.7,0.717238
237,4.29,37.14,18.57,0.0,8.57,2.317,2.661,2.272,21,86,86,0,0,0,0,6,0.111,0.146,1.5659999999999998,0.028,27,6,53,34,8.0,0.05,0.0,0.0,0.0,0.4,0.0,1.3,86,72,29,0.26,0.6,0.254,3.1,115,129,4,122,0.0,0.001,0.006,0.07,0.056,0.416,0.16699999999999998,0.984,0.617,0.026,2.634,0.001,0.0,2.119,0.147,0.001,0.003,0.002,0.0,0.001,48.9,0.8230599999999999
240,3.7,39.6,21.3,1.2,7.4,1.663,4.15,0.847,6,37,37,0,0,0,0,6,0.03,0.03,0.237,0.028,0,5,5,5,8.0,0.01,0.0,0.0,0.0,0.4,0.0,1.3,73,54,16,1.1,0.32,0.106,3.1,68,162,6,42,0.0,0.0,0.004,0.05,0.04,0.004,0.04,0.211,1.314,0.006,4.144,0.0,0.0,0.7979999999999999,0.043,0.0,0.002,0.001,0.0,0.001,48.7,0.787786
254,3.0,28.89,21.26,1.0,14.0,2.717,1.775,0.747,15,116,117,0,14,0,0,2,0.09,0.213,1.111,0.05,14,5,29,19,11.9,0.35,0.0,0.0,0.1,0.11,0.0,0.5,60,128,20,0.36,0.56,0.08199999999999999,2.3,204,115,0,2,0.0,0.0,0.08199999999999999,0.051,0.101,0.302,0.403,1.175,0.603,0.1,1.665,0.01,0.0,0.659,0.067,0.0,0.021,0.0,0.0,0.0,53.31,2.64555
224,3.41,20.89,18.84,0.6,14.26,8.901,3.766,0.597,53,154,156,0,26,0,0,0,0.038,0.233,0.109,0.046,0,5,5,5,24.8,0.36,0.0,0.6,0.4,0.38,0.0,0.7,120,99,13,0.09,0.63,0.021,2.0,185,73,0,0,0.0,0.408,0.262,0.154,0.361,0.406,1.416,3.871,1.609,0.264,3.44,0.008,0.0,0.407,0.16899999999999998,0.0,0.008,0.004,0.003,0.0,60.58,0.8936080000000001
282,3.94,32.77,20.9,1.2,15.16,6.674,4.7010000000000005,2.709,34,88,90,0,15,0,0,15,0.083,0.243,0.934,0.066,14,7,31,21,20.9,0.3,0.0,0.5,0.2,0.81,0.0,5.5,112,115,18,0.79,0.71,0.05,2.6,184,149,0,0,0.0,0.275,0.16,0.092,0.213,0.237,0.871,3.1260000000000003,1.635,0.16,4.53,0.011,0.0,2.364,0.341,0.0,0.001,0.002,0.0,0.0,47.12,0.8113020000000001
187,5.0,25.7,24.71,0.8,7.19,4.38,2.055,0.241,28,60,71,0,135,0,0,1,0.023,0.129,0.126,0.023,0,4,4,4,19.6,0.14,0.0,1.2,0.1,0.2,0.0,0.6,159,83,20,0.69,0.43,0.103,2.2,170,71,2,69,0.0,0.226,0.077,0.079,0.14,0.091,0.705,1.996,0.846,0.199,1.856,0.0,0.0,0.168,0.07400000000000001,0.0,0.0,0.0,0.0,0.0,61.43,0.7289960000000001
236,5.58,38.54,25.98,1.5,6.6,3.671,1.938,0.477,21,46,54,0,103,0,0,4,0.036000000000000004,0.111,0.306,0.027000000000000003,0,7,7,7,16.6,0.11,0.0,0.9,0.1,0.21,0.0,0.7,125,91,26,0.93,0.54,0.158,6.8,185,55,3,92,0.0,0.172,0.059,0.06,0.107,0.069,0.5379999999999999,1.7009999999999998,0.79,0.152,1.785,0.001,0.0,0.404,0.07,0.0,0.0,0.0,0.0,0.0,48.59,0.517352
144,1.1,30.4,24.32,1.3,2.0,1.16,0.53,0.08,1,12,12,0,1,5,0,7,0.027000000000000003,0.097,0.063,0.023,0,4,4,4,7.7,0.13,0.0,2.3,0.0,0.01,0.0,0.0,54,40,8,0.14,0.48,0.028,1.5,96,46,0,0,0.0,0.094,0.013,0.018000000000000002,0.033,0.023,0.17,0.585,0.17,0.052000000000000005,0.47,0.0,0.0,0.065,0.015,0.0,0.0,0.0,0.0,0.0,66.1,1.246348
167,4.3,37.7,37.7,0.0,1.0,0.597,0.329,0.03,0,0,2,0,18,0,0,0,0.05,0.26,0.1,0.04,0,6,6,6,0.9,0.55,0.0,0.7,0.0,0.0,0.0,0.0,154,123,45,0.04,0.47,0.008,2.6,333,97,3,62,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.254,0.332,0.002,0.326,0.0,0.0,0.028,0.001,0.0,0.0,0.0,0.0,0.0,56.0,0.376256
155,5.47,23.52,14.72,1.0,4.74,1.661,1.681,1.028,55,70,72,0,15,2,0,74,0.092,0.22,0.7929999999999999,0.066,9,10,25,19,41.2,0.19,0.0,0.2,1.1,0.39,0.0,2.4,119,111,16,1.04,0.59,0.067,9.6,203,216,0,0,0.0,0.04,0.029,0.025,0.034,0.036000000000000004,0.161,0.887,0.417,0.045,1.618,0.008,0.0,0.893,0.09,0.0,0.025,0.0,0.001,0.008,64.92,3.3863039999999995
95,5.05,10.96,11.09,0.0,3.45,1.619,1.116,0.4270000000000001,72,74,74,0,4,2,0,89,0.031,0.233,0.091,0.053,0,10,10,10,51.9,0.36,0.0,0.0,1.4,0.22,0.0,0.2,113,114,11,0.34,0.6,0.025,8.2,146,91,0,0,0.0,0.052000000000000005,0.038,0.032,0.043,0.045,0.166,0.8690000000000001,0.35100000000000003,0.047,1.051,0.006,0.0,0.336,0.034,0.0,0.033,0.0,0.001,0.01,79.66,0.88185
108,3.23,18.39,11.59,0.3,2.15,1.208,0.556,0.129,12,19,19,0,4,0,0,9,0.027000000000000003,0.183,0.217,0.052000000000000005,0,4,4,4,7.8,0.15,0.0,1.3,0.0,0.07,0.0,0.2,95,82,8,0.11,0.43,0.023,3.2,125,97,0,0,0.0,0.043,0.03,0.019,0.058,0.056,0.185,0.59,0.19,0.035,0.4920000000000001,0.004,0.0,0.113,0.008,0.0,0.005,0.0,0.0,0.0,75.15,5.067697999999999
209,4.31,16.24,15.22,0.6,14.97,8.714,4.4830000000000005,0.862,120,152,154,3,26,3,0,93,0.038,0.219,0.14,0.057,0,15,15,15,72.1,0.35,0.0,0.2,1.5,0.47,0.0,1.5,99,115,20,0.56,0.66,0.078,7.5,145,38,7,44,0.0,0.197,0.161,0.107,0.23,0.264,0.858,3.859,2.318,0.236,4.124,0.022,0.001,0.723,0.058,0.0,0.049,0.003,0.004,0.01,63.69,0.17637
404,22.87,3.09,0.48,0.0,33.31,18.867,9.246,1.421,99,330,330,0,85,0,0,0,0.029,0.428,0.059,0.066,0,27,27,27,16.5,1.1,0.0,0.0,0.6,0.71,0.0,2.4,710,455,27,0.14,3.64,0.03,28.5,76,653,0,0,0.0,0.634,0.536,0.337,0.82,0.935,3.005,8.625,3.394,0.504,7.403,0.065,0.001,1.171,0.114,0.0,0.053,0.01,0.017,0.001,37.02,1.46975
300,22.17,2.19,1.03,0.0,22.35,13.152,6.573,0.765,79,174,179,0,57,0,0,0,0.03,0.28300000000000003,0.104,0.037000000000000005,0,7,7,7,15.4,2.28,0.0,0.0,0.4,0.19,0.0,2.3,505,354,20,0.44,2.92,0.011,17.0,76,627,0,0,0.0,0.805,0.446,0.257,0.5820000000000001,0.69,2.189,5.331,2.442,0.597,5.649,0.0,0.0,0.393,0.3720000000000001,0.0,0.0,0.0,0.0,0.0,50.01,1.6931519999999998
392,35.75,3.22,0.8,0.0,25.83,16.41,7.515,0.569,68,201,207,0,66,0,0,0,0.039,0.332,0.271,0.091,0,7,7,7,15.4,1.2,0.0,0.0,0.5,0.22,0.0,1.7,1184,694,44,0.82,2.75,0.032,22.5,92,1376,0,0,0.0,1.2990000000000002,0.487,0.26,0.648,0.873,2.911,6.966,2.301,0.394,6.6560000000000015,0.0,0.0,0.272,0.297,0.0,0.0,0.0,0.0,0.0,29.16,2.46183125
351,25.58,2.14,0.56,0.0,26.62,17.078,7.393,0.769,69,230,236,0,68,0,0,0,0.019,0.321,0.156,0.073,0,10,10,10,15.4,1.46,0.0,0.0,0.5,0.23,0.0,2.2,756,496,28,0.52,3.23,0.026,14.5,138,876,0,0,0.0,0.981,0.37,0.256,0.482,0.355,2.748,8.158999999999999,3.063,0.878,6.164,0.0,0.0,0.494,0.275,0.0,0.0,0.0,0.0,0.0,40.95,1.66228725
393,26.96,1.44,0.0,0.0,30.99,18.227,8.046,1.341,93,283,288,1,61,2,1,8,0.011,0.302,0.064,0.071,0,10,10,10,15.5,3.06,0.0,0.0,0.0,0.6,0.0,1.4,890,574,33,0.13,4.37,0.047,30.0,72,187,0,0,0.0,0.6809999999999999,0.542,0.327,0.768,0.875,2.919,8.357999999999999,3.196,0.565,7.06,0.06,0.002,1.086,0.129,0.001,0.046,0.0,0.018000000000000002,0.0,37.63,1.46975
156,11.32,4.09,0.29,0.0,10.44,6.6110000000000015,2.97,0.322,41,111,114,0,26,0,0,0,0.017,0.19,0.091,0.032,0,12,12,12,16.9,0.32,0.0,0.0,0.2,0.09,0.0,0.9,240,170,13,0.41,1.25,0.028,15.6,115,92,0,0,0.0,0.414,0.079,0.096,0.19,0.132,1.086,3.25,1.074,0.404,2.396,0.0,0.0,0.232,0.091,0.0,0.0,0.0,0.0,0.0,73.06,0.6114160000000001
307,16.09,8.85,6.24,0.0,23.06,12.931,5.655,0.99,78,248,270,1,248,23,0,60,0.04,0.425,0.17,0.124,0,18,18,18,35.8,1.52,0.0,0.0,6.5,0.84,0.0,3.1,1375,768,34,0.95,2.21,0.027000000000000003,16.2,295,1279,0,0,0.0,0.442,0.366,0.241,0.574,0.68,2.095,5.899,2.235,0.376,4.993,0.041,0.002,0.8,0.095,0.005,0.03,0.008,0.013,0.002,45.07,1.5873300000000004
390,25.0,1.0,1.0,0.0,32.0,5.815,14.127,10.615,15,113,115,0,28,0,0,0,0.03,0.36,0.08,0.07,0,18,18,18,0.1,0.83,0.0,0.0,0.0,0.28,0.0,2.7,705,530,30,0.7,3.0,0.03,14.6,55,670,0,0,0.0,0.035,0.018000000000000002,0.012,0.025,0.027000000000000003,0.131,3.78,1.789,0.025,14.09,0.0,0.0,10.439,0.179,0.0,0.0,0.0,0.0,0.0,38.0,1.06262925
160,3.24,7.66,0.3,0.3,13.02,3.1,5.0710000000000015,4.341,8,19,19,0,7,0,0,2,0.075,0.08900000000000001,0.583,0.012,13,4,27,18,3.0,0.09,0.0,0.0,0.1,1.23,0.0,12.3,73,52,6,0.53,0.35,0.024,4.7,24,652,0,0,0.0,0.087,0.023,0.028,0.05,0.036000000000000004,0.317,1.7009999999999998,0.632,0.116,4.87,0.042,0.0,3.796,0.545,0.0,0.0,0.0,0.0,0.0,74.1,0.752512
147,2.68,0.99,0.92,0.0,15.01,9.564,3.856,0.608,45,156,158,0,31,0,0,0,0.008,0.07400000000000001,0.034,0.015,0,2,2,2,6.5,0.11,0.0,0.2,0.5,0.37,0.0,1.3,82,53,5,0.08,0.22,0.011,2.1,34,540,0,0,0.0,0.399,0.278,0.17,0.394,0.451,1.41,3.912,1.5419999999999998,0.251,3.435,0.023,0.001,0.499,0.065,0.0,0.017,0.003,0.006,0.0,79.6,0.576142
325,14.75,25.14,2.36,2.0,18.33,6.848,4.328,4.982,36,97,99,0,25,2,0,43,0.103,0.261,0.7809999999999999,0.07400000000000001,14,12,36,26,9.9,0.96,0.0,0.0,0.2,0.77,0.0,22.9,334,318,21,0.62,2.07,0.066,18.9,108,861,0,0,0.0,0.181,0.146,0.097,0.234,0.271,0.872,3.3510000000000004,1.4469999999999998,0.162,3.979,0.076,0.001,4.346,0.575,0.002,0.023,0.004,0.006,0.0,38.44,0.928882
247,17.44,0.0,0.0,0.0,19.07,7.291,8.48,0.505,71,4,4,0,0,0,0,0,0.043,0.151,4.305,0.328,0,7,7,7,57.3,2.15,0.0,0.0,0.1,0.17,0.0,1.7,17,160,17,1.97,4.23,0.062,15.2,274,66,0,0,0.0,0.0,0.0,0.0,0.0,0.013,0.565,4.104,2.275,0.6890000000000001,7.315,0.063,0.0,0.404,0.063,0.0,0.035,0.0,0.002,0.0,62.58,4.562104
410,33.2,11.0,9.0,1.8,25.6,10.85,11.305,1.011,48,0,0,0,0,0,0,0,0.154,0.142,1.732,0.179,0,134,134,134,109.1,0.99,0.0,0.0,0.3,0.49,0.0,2.3,20,407,51,5.42,8.11,0.227,10.7,597,2081,0,0,0.0,0.0,0.0,0.0,0.015,0.162,0.8190000000000001,5.72,3.897,1.135,10.099,0.071,0.0,0.81,0.185,0.0,0.016,0.0,0.0,0.0,23.36,6.043612
410,33.2,11.0,9.0,1.8,25.6,10.85,11.305,1.011,48,0,0,0,0,0,0,0,0.154,0.142,1.732,0.179,0,134,134,134,109.1,0.99,0.0,0.0,0.3,0.49,0.0,2.3,20,407,51,5.42,8.11,0.227,10.7,597,2081,0,0,0.0,0.0,0.0,0.0,0.015,0.162,0.8190000000000001,5.72,3.897,1.135,10.099,0.071,0.0,0.81,0.185,0.0,0.016,0.0,0.0,0.0,23.36,7.266444
146,28.31,1.8,1.2,0.0,2.78,1.039,1.255,0.485,67,0,0,0,0,0,0,0,0.669,0.185,9.988,0.28,0,4,4,4,104.8,0.43,0.0,0.0,0.2,0.41,0.0,0.2,7,309,27,0.56,1.73,0.063,50.4,999,993,0,0,0.0,0.0,0.0,0.0,0.011,0.003,0.037000000000000005,0.6459999999999999,0.324,0.085,1.139,0.022,0.001,0.364,0.012,0.0,0.066,0.0,0.006,0.001,62.5,5.174254875
215,19.4,0.2,0.0,0.0,14.6,3.92,5.5,2.98,84,30,30,0,0,0,0,0,0.06,0.2,0.4,0.01,0,86,86,86,13.3,0.47,0.0,0.0,0.2,0.27,0.0,0.2,88,83,5,0.91,0.69,0.102,3.6,31,67,0,0,0.0,0.0,0.0,0.0,0.0,0.014,0.115,2.908,0.785,0.742,4.53,0.158,0.0,2.57,0.108,0.0,0.0,0.014,0.022,0.043,65.8,7.98809125
298,13.36,17.88,0.8,1.8,19.23,3.998,6.138,7.567,36,12,18,0,53,28,0,94,0.092,0.163,3.639,0.233,0,5,5,5,35.4,0.52,0.0,0.4,0.3,2.13,0.0,11.1,52,183,28,1.06,0.87,0.111,18.9,229,600,0,0,0.0,0.0,0.0,0.004,0.001,0.006,0.056,3.0380000000000003,0.779,0.483,5.513,0.107,0.006999999999999999,6.933,0.527,0.003,0.048,0.004,0.004,0.003,47.07,2.23548975
405,15.5,0.03,0.0,0.0,37.57,15.098,16.387,1.025,83,23,25,11,11,11,15,0,0.028,0.117,3.21,0.192,0,5,5,5,42.8,2.03,0.0,0.7,0.6,0.49,0.0,2.1,15,185,13,1.53,2.92,0.066,0.0,234,822,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.222,8.565,4.631,1.271,14.67,0.13,0.0,0.773,0.066,0.0,0.04,0.0,0.0,0.0,43.75,0.9171240000000002
378,21.07,0.72,0.26,0.0,31.65,11.418,14.717,4.895,108,11,11,0,0,0,0,0,0.386,0.196,6.105,0.441,0,0,0,0,72.6,1.15,0.0,0.0,0.9,0.64,0.0,0.0,24,192,20,1.36,2.67,0.096,33.6,363,1756,0,0,0.0,0.0,0.0,0.002,0.048,0.026,0.517,7.046,3.531,0.843,13.433,0.243,0.023,4.2639999999999985,0.181,0.001,0.136,0.004,0.021,0.006999999999999999,41.19,0.740754
344,19.12,4.27,1.86,0.1,27.31,10.195,17.108,3.518,57,10,10,0,0,0,0,0,0.623,0.233,4.165,0.33,0,5,5,5,78.2,1.3,0.0,0.1,1.0,0.25,0.0,3.4,21,170,18,1.43,2.39,0.08,22.0,304,743,0,0,0.0,0.0,0.0,0.0,0.075,0.053,0.481,5.763,3.283,1.262,11.515999999999998,0.0,0.0,3.037,0.47,0.0,0.0,0.0,0.0,0.0,47.13,0.9259424999999999
325,18.53,1.42,1.09,0.0,27.25,8.826,11.541,5.115,86,28,28,0,0,0,0,0,0.256,0.17600000000000002,6.119,0.195,0,1,1,1,62.3,0.98,0.0,0.0,1.4,0.9,0.0,0.0,9,149,16,1.2,2.45,0.071,20.7,342,814,0,0,0.0,0.0,0.0,0.001,0.024,0.02,0.322,5.545,2.749,0.557,10.578,0.334,0.006,4.4460000000000015,0.146,0.0,0.123,0.002,0.025,0.003,49.89,1.6586128750000002
204,17.0,10.92,0.0,0.3,10.3,2.8710000000000004,3.876,2.541,58,2,2,0,0,0,0,0,0.066,0.151,2.137,0.234,0,23,23,23,92.1,0.28,0.0,0.0,0.4,0.0,0.0,0.0,31,164,21,1.8,2.31,0.149,20.8,207,721,0,0,0.0,0.0,0.0,0.0,0.0,0.008,0.078,1.906,0.643,0.6579999999999999,3.131,0.008,0.008,2.227,0.142,0.0,0.11,0.0,0.016,0.024,59.59,1.6108459999999998
200,11.64,7.41,0.0,0.0,13.52,3.45,3.25,6.22,30,42,42,0,0,0,0,0,0.024,0.071,1.669,0.11,0,5,5,5,49.6,0.38,0.0,1.0,0.2,2.2,0.0,0.0,10,33,10,0.61,1.04,0.03,10.9,183,653,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,0.44,0.25,2.71,0.0,0.0,5.97,0.05,0.0,0.0,0.0,0.0,0.0,66.17,0.952398
127,20.5,0.0,0.0,0.0,4.4,0.81,1.348,0.8109999999999999,46,35,35,0,0,0,0,0,0.08,0.105,7.995,0.611,0,4,4,4,94.6,4.15,0.0,0.0,10.9,0.4,0.0,0.4,7,261,27,0.38,0.39,0.063,31.4,366,75,0,0,0.0,0.0,0.0,0.0,0.0,0.003,0.203,0.472,0.102,0.18,0.63,0.449,0.047,0.081,0.047,0.07200000000000001,0.014,0.182,0.047,0.333,75.52,8.626697625
117,18.28,0.0,0.0,0.0,4.32,0.929,2.023,0.995,23,26,26,0,0,0,0,0,0.023,0.101,4.72,0.278,0,2,2,2,89.0,3.26,0.0,0.0,17.1,1.35,0.0,0.1,11,164,18,0.85,0.31,0.23,32.4,175,672,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.56,0.18600000000000005,0.305,0.949,0.468,0.301,0.472,0.0,0.0,0.0,0.183,0.073,0.267,72.0,7.600077250000001
156,21.56,1.58,0.09,0.0,7.05,2.568,2.977,0.377,64,0,0,0,0,0,0,0,0.056,0.129,3.816,0.28800000000000003,0,8,8,8,82.4,1.19,0.0,0.0,0.1,0.33,0.0,1.2,8,140,15,1.79,3.64,0.057,22.2,188,360,0,0,0.0,0.0,0.0,0.0,0.013,0.014,0.19,1.628,0.72,0.299,2.664,0.014,0.0,0.278,0.067,0.0,0.017,0.002,0.011,0.001,68.42,0.8113020000000001
104,6.28,6.83,1.47,1.7,5.93,1.636,2.476,1.268,19,0,132,379,1390,0,97,1037,0.08,0.076,1.16,0.177,0,28,28,28,29.9,0.37,0.0,9.9,0.0,0.83,0.0,49.5,33,62,21,1.08,1.38,0.08900000000000001,5.3,224,308,0,0,0.0,0.001,0.001,0.001,0.01,0.01,0.106,1.036,0.449,0.14,2.319,0.016,0.0,1.065,0.196,0.0,0.004,0.0,0.003,0.0,79.59,6.067128
163,6.67,7.31,4.4,0.1,11.96,4.009,4.801,2.344,25,79,83,0,35,0,0,1,0.11,0.194,1.489,0.067,4,5,12,9,23.9,0.5,0.0,0.0,0.4,0.67,0.0,4.7,96,103,12,0.45,0.82,0.041,8.5,182,232,0,0,0.0,0.062,0.062,0.062,0.067,0.068,0.311,2.184,1.137,0.112,4.602,0.07200000000000001,0.001,2.052,0.189,0.0,0.024,0.0,0.005,0.001,72.83,1.422718
89,6.17,6.64,1.46,1.5,4.32,0.973,1.814,1.254,13,1,132,378,1385,0,97,1033,0.179,0.091,1.229,0.193,0,27,27,27,27.6,0.11,0.0,9.9,0.1,0.7,0.0,48.7,32,62,20,0.81,0.66,0.08199999999999999,8.7,245,306,0,0,0.0,0.001,0.001,0.001,0.003,0.004,0.027000000000000003,0.634,0.272,0.061,1.721,0.024,0.0,1.079,0.16399999999999998,0.0,0.006999999999999999,0.0,0.0,0.0,81.42,6.067128
129,18.88,1.58,0.09,0.0,5.21,1.291,2.193,0.775,80,6,6,0,0,0,0,0,0.056,0.14300000000000002,5.38,0.18,0,6,6,7,47.3,0.25,0.0,0.0,0.0,0.32,0.0,0.2,13,171,17,0.54,1.14,0.05,16.8,207,526,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.027000000000000003,1.026,0.229,0.35200000000000004,1.819,0.016,0.0,0.7120000000000001,0.042,0.0,0.016,0.0,0.0,0.0,72.98,2.034134
125,20.46,1.58,0.09,0.0,3.46,0.98,1.188,0.841,72,3,3,0,0,0,0,0,0.04,0.211,6.706,0.456,0,7,7,7,63.1,0.66,0.0,0.0,0.2,0.07,0.0,0.2,12,161,21,0.75,1.77,0.069,21.5,179,356,0,0,0.0,0.0,0.0,0.0,0.003,0.009000000000000001,0.03,0.655,0.264,0.114,1.0490000000000002,0.015,0.0,0.7240000000000001,0.037000000000000005,0.0,0.045,0.006,0.004,0.003,73.46,0.928882
82,5.73,6.67,1.47,1.5,3.85,0.669,1.567,1.297,18,2,134,381,1395,0,97,1040,0.08,0.076,1.676,0.165,0,28,28,28,22.0,0.08,0.0,9.0,0.0,0.74,0.0,49.0,32,70,20,0.74,0.5,0.076,4.6,219,301,0,0,0.0,0.001,0.001,0.001,0.001,0.002,0.012,0.4920000000000001,0.135,0.085,1.466,0.013,0.0,1.122,0.17,0.0,0.003,0.0,0.0,0.0,82.48,1.133912125
262,14.46,22.46,13.6,0.8,12.68,2.422,3.474,6.086,61,74,75,0,9,3,25,81,0.043,0.22,3.59,0.23,0,10,10,10,66.1,0.2,0.0,0.9,0.1,1.07,0.0,24.4,14,130,20,0.94,1.13,0.042,17.1,209,553,0,0,0.0,0.0,0.0,0.005,0.005,0.003,0.022,1.602,0.6779999999999999,0.136,3.284,0.043,0.0,5.329,0.647,0.0,0.067,0.001,0.003,0.005,48.43,1.254431625
293,14.33,26.88,15.98,0.7,14.25,2.41,3.5460000000000003,6.885,59,82,83,0,10,3,28,90,0.04,0.225,3.96,0.267,0,8,8,8,73.3,0.25,0.0,1.0,0.1,1.31,0.0,27.1,12,130,22,1.09,0.91,0.051,16.7,204,482,0,0,0.0,0.0,0.0,0.001,0.005,0.002,0.021,1.651,0.632,0.113,3.342,0.076,0.005,5.966,0.812,0.0,0.06,0.003,0.006,0.005,42.8,1.1170099999999998
75,5.0,7.14,1.49,1.7,3.15,0.502,1.22,1.254,33,14,147,383,1405,0,98,1047,0.076,0.052000000000000005,0.895,0.168,0,31,31,31,32.5,0.27,0.0,10.0,0.0,1.09,0.0,49.8,45,81,23,0.73,0.52,0.113,8.5,213,180,0,0,0.0,0.001,0.001,0.001,0.002,0.004,0.012,0.336,0.116,0.017,1.175,0.012,0.0,1.028,0.166,0.0,0.01,0.021,0.002,0.022,83.36,5.455712000000001
121,15.37,10.76,4.09,0.6,1.48,0.341,0.236,0.386,138,59,65,2,73,0,2337,1,0.028,0.032,2.035,0.18600000000000005,0,22,22,22,92.4,1.09,0.0,4.0,0.1,1.81,0.0,1.8,69,210,30,0.5,1.2,0.207,33.1,218,413,0,0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.014,0.18600000000000005,0.103,0.026,0.146,0.004,0.0,0.125,0.008,0.0,0.044,0.08800000000000001,0.008,0.092,69.52,1.50649375
63,5.32,6.59,3.99,1.5,1.58,0.224,0.271,0.6409999999999999,30,14,39,0,301,0,10333,143,0.022,0.057,3.289,0.14300000000000002,0,12,12,12,28.8,1.82,0.0,2.0,0.0,2.16,0.0,11.3,41,77,21,1.04,0.42,0.099,10.3,326,447,0,0,0.0,0.002,0.0,0.002,0.003,0.002,0.004,0.139,0.057,0.006999999999999999,0.25,0.006,0.001,0.488,0.07,0.001,0.006,0.034,0.006,0.034,84.62,0.599658
127,5.5,7.76,1.99,0.2,8.12,2.015,3.0410000000000004,2.316,30,103,108,0,52,0,0,43,0.115,0.173,0.887,0.062,2,7,12,10,47.3,8.64,0.0,3.3,0.6,0.62,0.0,13.1,79,110,34,3.61,45.16,2.106,20.3,192,242,0,0,0.0,0.027000000000000003,0.016,0.009000000000000001,0.021,0.024,0.155,1.172,0.574,0.056,2.944,0.03,0.004,1.879,0.114,0.047,0.034,0.104,0.025,0.113,77.17,1.6343620000000003
35,5.06,3.64,3.64,0.0,0.01,0.003,0.002,0.003,0,4,4,0,0,0,0,0,0.012,0.057,2.313,0.396,0,51,51,51,13.2,0.48,0.0,0.5,0.0,0.0,0.0,0.0,43,7,175,0.78,0.2,0.05,9.1,288,7851,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,71.07,1.164042
89,5.92,6.04,3.99,1.5,4.46,1.3869999999999998,1.648,0.64,18,1,26,0,301,0,10333,143,0.028,0.08199999999999999,4.133,0.209,0,12,12,12,26.2,0.51,0.0,1.6,0.0,1.97,0.0,11.6,26,64,18,1.06,1.32,0.08199999999999999,5.1,317,429,0,0,0.0,0.002,0.0,0.002,0.002,0.004,0.093,0.7909999999999999,0.418,0.117,1.4409999999999998,0.015,0.0,0.552,0.077,0.0,0.01,0.0,0.0,0.0,81.96,0.2351600000000001
158,11.34,11.05,1.05,1.2,7.43,2.225,2.7060000000000004,1.579,30,0,0,0,1,0,0,5,0.083,0.108,1.984,0.262,0,9,9,9,41.0,0.96,0.0,3.8,0.1,0.43,0.0,1.7,11,109,19,1.31,2.7,0.142,9.9,310,461,0,0,0.0,0.0,0.0,0.0,0.008,0.013,0.14800000000000002,1.404,0.64,0.194,2.503,0.009000000000000001,0.0,1.493,0.07200000000000001,0.0,0.014,0.001,0.006,0.0,69.1,0.740754
137,6.28,15.98,0.12,0.2,5.12,1.141,2.12,1.374,15,0,0,0,0,0,0,0,0.101,0.048,1.66,0.117,28,4,52,32,20.1,0.26,0.0,0.0,0.0,0.45,0.0,3.7,10,58,10,1.03,1.07,0.053,8.8,69,316,0,0,0.0,0.0,0.0,0.0,0.003,0.004,0.047,0.784,0.281,0.104,1.996,0.017,0.0,1.196,0.168,0.0,0.005,0.0,0.002,0.0,71.46,1.5873300000000004
